,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194508,   6.90,   9.12,   8.03,   2.31,   8.55,   2.52,   7.47,   9.56,   1.43,   2.06
194509,   5.06,   4.13,   6.54,   4.11,   4.29,   2.53,   7.22,   6.76,   7.67,   6.32
194510,   9.64,   1.09,   4.45,   9.35,   2.50,   4.49,   8.33,   7.46,   7.87,   7.63
194511,   8.59,   7.49,   7.20,  11.41,   6.08,   9.20,  13.56,   8.92,   7.62,  11.09
194512,   0.91,   4.33,   2.10,   0.52,   2.41,   0.80,   5.55,   2.45,  -1.20,   1.13
194601,   8.68,   9.75,   9.91,   3.08,   6.91,   2.19,   7.50,   9.43,  14.52,  11.36
194602,  -6.94,  -9.33,  -6.86,  -5.37,  -8.06,  -7.50,  -4.05,  -4.62,  -5.68,  -7.58
194603,   5.38,   2.27,   5.48,   9.70,   2.71,  -0.05,  11.77,  15.29,   5.50,   2.53
194604,   6.25,   1.90,   4.66,   7.52,   2.27,   0.25,  10.69,  13.47,   4.15,   3.19
194605,   3.84,   8.43,   6.15,   5.16,   6.26,   0.87,   5.08,   5.59,   3.32,   3.73
194606,  -4.79,  -7.08,  -5.00,  -3.53,  -6.65,  -4.66,  -7.15,  -7.13,  -2.76,  -4.58
194607,  -1.89,  -6.14,  -4.87,  -0.87,  -5.55,  -4.31,  -4.09,  -4.05,  -4.73,  -5.67
194608,  -7.38, -10.45,  -7.48,  -7.76,  -9.30,  -5.86,  -7.48,  -5.26,  -4.69,  -8.93
194609, -12.32, -18.66, -13.88, -11.69, -13.19, -15.69, -12.26,  -8.08,  -9.77, -16.42
194610,   1.21,  -2.74,  -2.19,  -1.14,  -2.63,  -4.51,  -4.79,  -2.58,   0.99,  -0.51
194611,  -2.83,  -1.16,   0.01,   0.72,  -1.92,  -3.36,  -2.56,   0.56,   0.33,  -1.12
194612,   2.92,   5.42,   5.69,   5.76,   6.87,   1.85,   1.90,   6.52,   5.39,  -0.14
194701,   1.27,   9.91,   2.84,   1.04,   5.31,   3.80,   0.11,  -2.86,   0.23,   4.08
194702,  -0.29,  -1.75,  -1.02,  -0.33,  -2.47,  -6.31,  -0.13,  -4.52,  -1.71,  -0.57
194703,  -3.79,  -4.22,  -3.18,   1.22,  -3.55,  -4.99,  -3.69,  -1.81,  -3.54,  -4.87
194704,  -9.06,  -9.68,  -8.34,  -2.71,  -8.39,  -6.61, -10.47,  -8.60,  -5.44,  -9.24
194705,  -3.78,  -6.58,  -4.93,  -2.53,  -3.49,  -3.14,  -3.12,  -5.80,  -2.91,  -4.69
194706,   5.34,   4.40,   4.49,   9.54,   5.54,   7.17,   8.40,   2.57,   3.20,   4.40
194707,   5.01,   8.31,   6.22,   6.89,   7.36,   2.23,   5.20,   3.76,   3.11,   6.62
194708,  -1.46,  -1.74,  -1.51,  -1.19,  -2.94,  -2.32,  -3.88,  -5.32,  -0.37,  -3.72
194709,   0.67,   1.16,   0.93,   1.11,   1.49,  -0.93,  -2.73,  -4.44,  -2.06,  -0.93
194710,   2.59,   5.98,   3.71,   6.32,   3.56,  -1.68,   3.24,   3.43,   0.38,   0.68
194711,  -3.84,  -4.58,  -3.48,  -1.26,  -2.54,  -8.62,  -4.00,  -3.41,  -8.03,  -3.20
194712,  -0.88,   0.98,   0.92,  11.66,   0.14,  -2.19,  -2.28,   0.09,  -0.51,   4.15
194801,  -3.01,  -4.27,  -2.71,  -4.32,  -3.45,   3.29,  -1.34,  -5.82,   0.49,   2.28
194802,  -7.21,  -8.25,  -6.80,  -5.34,  -6.59,  -4.51,  -6.02,  -5.22,  -3.48,  -6.05
194803,   5.52,   9.84,  10.50,  11.79,  11.65,   7.99,   5.81,   5.89,   6.52,  10.32
194804,   2.15,   1.60,   2.53,  13.54,   2.12,   3.40,   5.10,   1.35,   1.99,   4.86
194805,   6.74,  13.47,   8.15,   7.24,  11.83,   6.40,   8.81,   6.80,   6.57,   7.52
194806,  -3.15,  -2.33,  -2.80,   1.85,  -1.34,   0.70,  -2.56,  -1.50,   1.65,  -1.07
194807,  -3.19,  -6.82,  -5.79,  -7.98,  -6.51,  -8.35,  -6.69,  -4.81,  -3.29,  -5.75
194808,  -0.75,  -1.28,  -0.71,  -2.31,  -0.31,  -2.43,  -0.20,  -2.35,  -0.64,  -0.39
194809,  -4.92,  -5.74,  -4.63,  -6.77,  -5.03,  -6.31,  -4.04,  -3.92,  -2.24,  -5.79
194810,   2.48,   6.95,   5.60,   7.46,   5.30,   4.42,   3.30,   4.93,   4.13,   5.91
194811,  -9.73, -15.03, -12.30, -14.19, -11.05, -10.67,  -8.98,  -8.11,  -9.84, -12.28
194812,  -1.96,  -2.80,   0.00,   4.74,   4.87,  -1.24,  -1.16,   1.76,   2.29,   0.35
194901,   3.64,   0.96,   1.12,  -4.23,  -2.47,   4.51,   2.60,   4.66,   4.05,   1.93
194902,  -4.39,  -7.02,  -4.77,  -6.12,  -7.14,  -6.99,  -3.83,  -2.92,   0.26,  -4.92
194903,   4.66,   6.60,   5.17,   5.96,   3.97,   5.90,   4.90,   5.49,   4.74,   6.03
194904,  -2.77,  -7.09,  -5.03,  -1.82,  -5.62,  -7.73,  -1.36,   0.09,   0.40,  -1.78
194905,  -2.92,  -7.28,  -6.00,  -6.65,  -6.85,  -4.74,  -1.47,  -3.15,  -0.95,  -6.24
194906,  -0.22,  -1.59,  -2.38,  -1.05,  -4.66,   2.72,   1.91,   0.47,  -1.29,  -2.16
194907,   5.43,   9.24,   6.56,   5.88,   7.62,   3.87,   3.41,   5.22,   4.70,   5.49
194908,   1.96,   1.29,   1.46,   5.39,   1.16,   1.12,   1.80,   0.33,   3.78,   1.48
194909,   2.43,   5.38,   3.45,   3.94,   4.24,  14.43,   3.92,   3.00,   4.09,   4.10
194910,   3.06,   6.72,   4.16,   3.60,   4.16,   6.21,   1.22,   3.27,   0.58,   4.49
194911,  -0.03,   1.92,  -0.07,  -2.23,   0.31,  -1.91,  -0.40,   1.78,   2.55,  -0.90
194912,   5.84,   7.77,   6.28,   0.97,   8.05,  13.32,   5.05,   7.44,   3.66,   7.75
195001,   4.24,   4.57,   2.92,   1.52,   9.58,   1.51,   2.54,   2.02,   3.41,   4.90
195002,  -1.16,   2.24,   1.87,  -1.53,   3.91,   0.72,   0.47,   3.47,   2.67,   1.06
195003,  -1.06,   1.07,  -1.80,   2.99,   2.55,   5.87,  -2.18,  -3.36,   0.22,  -1.20
195004,   1.51,  10.12,   5.98,   3.87,   8.57,  19.07,   2.43,   5.50,  -0.17,   3.96
195005,   2.68,   3.13,   3.63,   8.50,  -0.59,  -2.85,   2.00,   0.97,   0.81,   1.15
195006,  -7.36, -10.29,  -8.24,  -7.34, -10.23, -10.05,  -5.41,  -6.94,  -7.98,  -8.64
195007,   5.99,   1.50,   6.59,  10.42,  -0.74,  -2.26,   1.54,  -3.33,  -5.08,   8.59
195008,   3.44,   6.67,   4.91,   4.93,   6.18,   7.72,   3.85,   3.53,   3.35,   2.83
195009,   3.86,   5.32,   5.12,   2.01,   6.52,   3.92,   6.18,   5.24,   3.54,   5.44
195010,  -0.54,  -2.44,   0.10,  -0.16,  -3.58,  -2.02,  -1.58,   0.36,  -1.32,  -0.44
195011,  -0.19,  -1.83,   3.78,   4.03,   0.76,  -1.44,  -0.02,   2.45,  -1.37,   4.52
195012,   5.94,   8.73,   7.64,  10.02,   3.83,   0.63,   3.93,   5.34,   3.26,  12.95
195101,   6.45,   9.13,   8.31,   5.94,   9.60,   4.31,   7.18,   3.91,   5.59,   6.72
195102,   0.76,   0.59,   0.26,  -0.46,   2.52,   4.31,   1.22,   1.83,   2.19,  -0.08
195103,  -4.43,  -3.53,  -4.34,  -3.69,  -4.22,  -2.66,  -4.33,  -0.51,  -1.41,  -4.34
195104,   1.74,   3.85,   6.26,   8.45,   4.58,   2.81,  -0.36,   8.77,   0.49,   2.53
195105,  -1.93,  -4.53,  -3.48,  -4.36,  -3.26,  -6.13,  -2.47,  -0.55,   0.31,  -4.52
195106,  -5.18,  -8.18,  -6.09,  -1.57,  -4.58,  -6.15,  -3.75,  -2.00,  -1.36,  -5.96
195107,   2.25,   4.15,   8.57,   9.25,   4.82,   7.40,   2.28,  10.61,   4.66,   6.76
195108,   2.46,   5.59,   4.99,   4.63,   5.65,   6.39,   3.63,  -0.91,   2.40,   4.04
195109,  -0.22,   1.93,   2.19,   2.00,   2.18,  -0.15,   1.80,  -0.44,   0.58,   3.53
195110,  -2.49,  -3.14,  -2.77,  -1.08,  -3.76,  -6.55,  -3.79,  -3.72,   0.49,  -3.37
195111,  -1.57,   0.75,  -0.93,  -1.12,   1.59,   4.19,   0.32,  -1.87,   1.50,   1.11
195112,  -0.26,   1.00,   1.23,   1.30,   2.06,  -0.64,  -1.21,   2.55,   2.30,   0.30
195201,   0.20,   0.11,   1.44,   6.47,   0.66,   2.00,  -0.12,   2.40,   2.77,   1.99
195202,  -2.11,  -2.38,  -3.84,  -2.83,  -2.08,  -1.49,  -2.34,  -3.91,  -0.52,  -2.06
195203,   1.14,   3.01,   2.17,   5.78,   2.82,  -0.73,   1.05,  -0.29,   1.20,   3.74
195204,  -3.78,  -4.64,  -6.28,  -7.78,  -3.15,  -3.59,  -2.98,  -4.95,  -2.21,  -4.13
195205,   1.35,   1.78,   1.60,   2.52,   0.66,   0.30,   2.15,   0.59,   2.84,   2.06
195206,   1.36,   1.54,   2.93,   4.05,   3.31,   1.37,   2.59,   0.40,   1.07,   3.64
195207,  -0.13,   0.86,   1.61,  -1.09,   1.54,   3.11,   0.87,  -2.35,   1.45,   0.52
195208,   0.22,   0.53,  -1.31,  -3.05,   0.15,   0.49,  -0.75,  -0.48,   1.77,  -0.56
195209,  -2.88,  -0.59,  -2.85,  -4.36,   0.96,   1.50,  -1.51,  -2.76,   0.07,  -1.68
195210,  -2.21,  -0.95,  -1.73,  -0.13,  -0.66,   0.00,  -1.47,  -1.58,  -0.63,  -1.31
195211,   4.25,   5.06,   5.72,   1.41,   5.91,   5.45,   3.07,   4.74,   4.64,   5.18
195212,   1.51,   1.14,   1.08,   4.56,   1.95,  -0.23,   0.01,  -1.03,   1.35,   2.94
195301,   2.62,   4.23,   2.82,  -1.61,   1.65,   6.22,   1.68,  -2.53,   0.72,   3.10
195302,   2.15,   0.97,   0.36,  -0.37,   0.24,   4.43,   0.33,   1.61,   0.66,   0.12
195303,  -1.53,  -3.16,  -2.41,   2.28,  -3.06,  -2.20,  -0.45,  -0.49,   0.03,  -1.91
195304,  -1.09,  -3.47,  -2.76,  -3.73,  -2.62,   4.63,  -1.97,  -2.57,  -3.49,  -2.85
195305,   0.18,  -1.31,  -0.11,   0.65,  -0.63,   0.38,   0.46,   0.14,  -0.76,   0.88
195306,  -3.50,  -5.76,  -4.13,  -1.75,  -3.72,   0.90,  -3.57,  -3.75,  -3.31,  -3.58
195307,   1.55,   0.17,   1.39,   1.68,   1.39,   3.23,   1.50,   2.38,   2.88,   1.54
195308,  -4.82,  -7.11,  -6.55,  -8.42,  -7.03,  -2.58,  -3.18,  -2.25,  -0.60,  -7.73
195309,  -2.01,  -3.25,  -1.31,  -3.55,   1.40,   0.90,  -1.86,  -0.90,   0.70,  -2.85
195310,   1.11,   6.42,   4.76,   4.08,   3.90,   2.72,   0.39,   2.55,   4.24,   3.07
195311,  -0.15,   0.99,   1.82,   1.13,   0.42,   3.14,   0.05,   5.64,   2.48,   2.04
195312,  -2.49,  -3.66,  -2.16,  -1.94,  -1.79,  -4.07,  -2.77,  -0.62,   0.32,  -3.20
195401,   6.39,   6.72,   7.80,   9.96,   7.27,   3.75,   6.26,   5.81,   3.08,   7.55
195402,   0.12,  -0.52,   0.87,   1.23,   1.40,   3.25,  -0.36,   0.79,   1.73,   1.18
195403,   0.62,   0.85,   3.86,   2.55,   3.17,   0.51,   0.83,  -0.25,   2.16,   2.15
195404,  -1.18,  -1.03,   2.77,   3.22,   3.45,   2.03,  -0.32,   2.02,   0.90,   2.06
195405,   4.20,   3.97,   4.08,   3.31,   2.16,   3.51,   2.01,   1.99,   2.21,   5.00
195406,   0.87,   0.41,   1.14,  -3.01,   3.09,  -0.27,   1.20,  -0.94,   0.80,   0.79
195407,   7.49,   5.68,   7.52,   2.70,   7.62,   9.03,   8.45,   6.98,   5.58,   7.51
195408,  -1.87,  -2.06,  -1.96,  -0.21,  -3.61,   0.45,  -0.15,  -2.31,  -1.79,  -0.28
195409,   2.69,   4.76,   4.41,   6.71,   5.45,   3.89,   3.84,   5.03,   1.45,   3.92
195410,  -0.79,  -1.16,  -0.39,  -1.60,  -0.33,   1.45,  -2.62,   0.13,  -3.90,   0.52
195411,   5.83,   5.64,  10.20,   8.72,  11.85,   8.93,   6.06,  11.37,   4.51,   9.96
195412,   6.45,   8.61,   8.96,   9.26,   7.27,  12.74,   6.50,   7.63,   3.51,  12.37
195501,   1.63,   2.06,   1.09,  -0.19,   1.83,   3.25,   1.05,  -2.39,   1.24,   1.82
195502,   1.98,   4.80,   4.82,   3.01,   6.30,   2.48,   2.08,   3.29,   3.61,   3.89
195503,  -0.76,  -0.37,  -0.29,   0.63,  -0.38,   2.01,  -2.00,   4.25,  -1.35,   0.46
195504,   2.06,   3.90,   1.64,   0.48,   2.49,   5.38,   2.20,   3.98,   2.26,   3.12
195505,  -0.97,  -0.16,   0.05,  -0.03,   0.70,   1.12,   1.21,   0.67,  -0.48,   1.66
195506,   1.56,   1.83,   4.91,   6.95,   2.76,  -2.87,   3.45,   1.10,   1.34,   1.77
195507,   1.77,   3.01,   0.04,  -0.67,  -2.81,   4.20,   1.73,   0.88,   3.08,  -1.06
195508,  -1.65,  -0.80,   1.39,   0.89,  -0.52,  -4.26,  -0.51,  -0.73,  -0.36,   0.02
195509,  -1.29,   1.66,  -0.65,  -1.57,  -3.51,  -3.08,  -0.10,  -1.42,  -2.55,  -1.95
195510,  -0.68,  -3.30,  -1.79,  -1.74,  -3.17,  -4.66,  -1.77,   0.79,  -1.51,  -2.62
195511,   1.41,   4.62,   6.57,   8.71,   6.06,   3.36,   1.65,   6.26,   2.55,   5.78
195512,   1.02,   0.24,   2.53,   4.17,   2.82,   0.19,   1.74,   6.89,  -0.11,   0.73
195601,  -0.05,  -3.82,  -3.51,   1.82,  -3.35,   0.74,  -2.08,  -4.66,  -0.59,  -2.91
195602,   0.80,   3.93,   3.96,   5.00,   4.43,  -0.70,   0.42,   3.52,   1.39,   3.20
195603,   1.67,   3.20,   6.79,   8.60,   6.64,   4.92,   1.85,   6.84,   3.05,   4.15
195604,  -0.25,  -1.63,   1.02,   1.15,   0.68,  -1.16,  -0.69,   1.14,  -1.77,   1.12
195605,  -3.93,  -6.19,  -5.40,  -3.46,  -6.18,  -4.01,  -3.04,  -4.04,  -1.00,  -5.22
195606,   0.05,   2.11,   2.61,   3.44,   2.09,   1.95,   1.05,   1.97,   1.91,   0.92
195607,   1.21,   3.03,   5.72,   5.26,   3.77,   3.54,   1.44,   4.20,   4.53,   2.59
195608,  -1.07,  -0.71,  -2.20,  -4.23,  -2.19,  -1.88,  -2.03,  -3.75,  -2.11,  -3.66
195609,  -3.15,  -3.33,  -4.52,  -5.17,  -4.24,  -5.50,  -3.30,  -3.27,  -3.97,  -3.55
195610,   1.20,   0.43,   0.58,   0.79,   0.12,  -4.07,   0.91,   0.51,   0.62,  -0.19
195611,   0.08,  -1.41,  -0.03,   8.64,  -0.79,  -1.77,  -1.37,  -1.69,  -0.26,  -1.23
195612,  -0.05,  -1.04,   3.77,  -0.16,   3.85,   0.44,  -1.11,   5.79,   1.29,   1.69
195701,   2.84,   1.31,  -1.99,  -3.16,  -0.08,   3.23,   1.48,  -1.33,   2.34,   0.83
195702,  -2.11,  -3.19,  -3.34,  -3.98,  -2.91,  -1.92,  -1.63,  -0.32,  -0.33,  -3.84
195703,   0.45,   2.52,   1.62,   1.68,   3.80,   1.16,   1.89,   6.59,   1.77,   2.05
195704,   1.85,   2.77,   1.78,   5.34,   4.80,   4.12,   1.43,   4.45,   1.97,   2.77
195705,   0.21,   0.98,   1.33,   6.69,   4.29,   0.31,   1.60,   3.95,   1.40,   1.34
195706,  -0.70,  -0.82,  -0.79,  -4.22,   1.24,  -3.11,   0.31,   3.84,  -5.17,  -0.94
195707,  -0.02,   0.53,   0.17,  -0.39,   0.28,  -1.16,   0.99,   1.96,   0.26,   1.03
195708,  -3.71,  -4.88,  -6.66,  -6.83,  -7.76,  -4.72,  -2.94,  -2.89,  -2.86,  -6.22
195709,  -3.60,  -5.76,  -7.60,  -7.34,  -6.67,  -4.03,  -2.56,  -1.73,  -2.52,  -7.09
195710,  -5.46,  -7.79,  -7.24,  -8.96,  -8.64,  -7.38,  -5.82,  -1.80,  -1.43,  -8.89
195711,   1.68,  -1.75,   1.42,   4.00,   5.52,  -0.78,   0.75,   6.75,   3.78,  -1.21
195712,  -2.75,  -8.47,  -7.49, -10.06,  -7.73,  -5.05,  -3.69,  -1.13,   2.50,  -6.19
195801,  11.24,  11.82,  11.38,   6.80,  10.06,  15.43,   8.08,   2.25,   6.34,  13.14
195802,   0.27,  -4.01,  -2.71,  -5.78,  -2.59,  -3.42,   0.49,   3.80,   0.92,  -1.62
195803,   3.41,   2.05,   2.86,   7.85,   4.56,   3.34,   3.20,  10.09,   1.65,   1.53
195804,   4.59,   2.66,   1.15,   2.73,   1.09,   8.16,   2.99,   8.29,   4.70,   3.86
195805,   3.09,   3.91,   4.06,   3.93,   5.54,   3.04,   2.85,   2.07,   1.47,   3.08
195806,   1.94,   3.86,   2.01,   5.35,   3.33,   5.24,   2.95,   2.52,   2.15,   4.14
195807,   3.13,   6.87,   8.11,   4.55,   4.14,   2.27,   2.81,   4.04,   0.72,   5.45
195808,   4.28,   6.02,   2.31,   1.12,   4.42,   5.40,   4.33,   2.98,  -1.42,   1.95
195809,   4.90,   7.46,   4.83,   2.33,   4.84,   4.06,   5.30,  10.88,   2.25,   5.70
195810,   2.16,   4.88,   2.85,   0.28,   6.99,   0.45,   2.06,   1.23,   3.91,   3.66
195811,   2.88,   5.46,   2.77,   1.65,  10.15,   9.19,   5.50,   8.12,   2.79,   4.06
195812,   3.40,   3.71,   3.87,   1.93,   4.90,   2.88,   2.20,   4.57,   4.90,   2.33
195901,   4.85,   5.53,   4.45,   3.64,   2.26,   4.76,   5.19,  -0.14,   2.29,   3.94
195902,   2.76,   4.02,   2.78,  -4.87,   8.44,   9.67,   3.83,   4.54,   0.57,   1.10
195903,   0.91,   3.09,   0.21,   2.71,   2.86,   2.07,   0.04,   4.36,   0.96,  -0.30
195904,   1.31,   6.39,   2.79,   0.87,   9.94,   5.33,   0.97,  10.95,  -0.89,   1.12
195905,  -0.40,   2.60,   1.62,  -1.51,   0.82,  -3.70,   0.08,  -2.72,  -1.69,   0.52
195906,   0.70,  -0.61,   1.11,  -2.33,   0.76,   1.11,   0.41,   6.04,  -2.61,  -0.57
195907,   4.29,   2.53,   2.74,   5.08,   1.79,   4.26,   3.73,   3.71,   3.88,   0.68
195908,  -0.89,  -0.67,  -2.64,  -3.87,  -4.90,   0.59,   0.10,  -0.19,   1.44,  -2.35
195909,  -2.59,  -4.86,  -5.42,  -8.24,  -6.15,  -6.14,  -4.02,  -6.27,  -4.72,  -4.50
195910,   1.08,   5.14,   1.44,   2.12,   7.15,   5.74,   1.02,   5.36,   1.04,   1.01
195911,  -0.59,   1.37,   2.10,  -0.92,   5.49,  -0.26,   1.87,   4.44,   0.22,  -0.86
195912,   1.59,   3.80,   1.72,   1.76,   3.46,   5.29,   2.34,  -1.17,   1.04,   1.53
196001,  -2.55,  -4.69,  -4.87,  -4.84,  -8.24,  -4.95,  -3.53,  -4.79,  -1.93,  -2.61
196002,   1.09,  -0.86,  -0.09,  -3.62,   5.65,   2.14,   0.73,   0.93,   1.66,  -0.43
196003,  -3.33,  -6.28,  -3.79,  -1.54,  -2.75,  -1.56,  -1.80,  -0.06,   1.57,  -3.06
196004,  -0.82,  -3.80,  -3.64,  -4.05,  -2.44,  -1.82,   0.14,   1.09,   1.34,  -2.60
196005,   1.72,  -0.75,   1.68,  -3.30,  11.77,   5.41,   1.16,  10.95,   1.29,  -0.37
196006,   4.14,  -0.10,   0.39,   2.39,   1.39,  -0.61,   2.72,   3.19,   4.31,   1.51
196007,  -0.85,  -2.46,  -2.68,   0.72,  -6.32,  -1.83,  -1.91,  -4.24,   0.21,  -1.84
196008,   3.77,   3.43,   2.34,   4.59,   2.94,  23.29,   2.73,   1.59,   4.35,   3.66
196009,  -5.29,  -5.54,  -7.46,  -1.65, -10.87,  -6.97,  -4.91,  -8.68,  -4.26,  -6.11
196010,  -0.68,  -4.49,  -3.40,   3.15,  -6.66,  -5.06,  -1.49,  -4.44,  -1.25,  -2.23
196011,   5.35,   0.01,   3.48,   5.34,   6.32,   3.34,   5.43,   3.77,   3.11,   4.79
196012,   3.28,   1.28,   3.94,   5.38,   3.08,   5.35,   1.99,   5.89,   5.27,   2.27
196101,   7.69,   9.27,   8.73,  10.76,   5.02,   2.20,   6.92,   8.02,   5.46,   9.62
196102,   6.08,   5.47,   6.26,   2.57,   7.49,   6.93,   6.82,   6.31,   3.89,   5.17
196103,   4.54,   5.89,   4.40,   2.43,   6.54,   2.63,   8.63,   6.39,   1.91,   4.34
196104,  -0.53,   0.21,  -0.20,   2.34,   1.95,   4.33,   2.30,  -2.80,   2.02,   1.13
196105,   4.57,   6.29,   4.86,   3.00,   3.48,  -0.16,   0.89,   1.32,   2.10,   4.75
196106,  -3.35,  -5.53,  -5.24,  -2.90,  -5.68,  -7.76,  -2.52,  -3.40,  -2.86,  -4.80
196107,   0.63,   2.45,   1.58,  -0.76,   0.33,   4.84,   0.15,   1.71,   2.01,   0.26
196108,   2.86,   0.52,   0.70,  -0.19,  -0.90,   1.48,   3.13,   4.05,   3.65,   3.02
196109,  -1.81,  -2.12,  -4.47,  -4.66,  -6.37,  -4.32,  -1.52,  -2.54,   1.31,  -3.38
196110,   3.23,   0.36,  -0.01,   6.77,  -0.78,   3.93,   4.64,   3.89,   5.03,   2.08
196111,   5.97,   5.48,   2.85,   5.55,   6.65,  -0.80,   6.43,   2.45,   3.36,   4.46
196112,  -1.41,   0.90,   0.61,   1.91,  -0.64,   2.30,  -1.12,  -2.69,  -3.54,  -1.91
196201,  -2.54,   3.10,  -0.04,   0.20,  -2.83,  -1.13,  -3.10,  -3.89,  -2.83,   1.25
196202,   0.92,   2.09,   1.12,   4.63,  -0.28,   2.86,  -0.35,   1.81,   1.75,   1.30
196203,  -1.03,   0.80,  -1.12,  -2.42,  -1.51,  -3.54,  -1.02,   0.00,   2.25,  -1.71
196204,  -7.40,  -7.18,  -7.59,  -4.35,  -9.65,  -6.74,  -7.05, -10.22,  -2.32,  -6.68
196205, -10.11,  -9.66,  -9.71,  -8.67, -13.53,  -9.92,  -9.63, -12.64, -10.74,  -9.90
196206,  -8.22,  -8.57,  -9.34,  -5.68, -11.64,  -9.14,  -9.26, -12.36,  -5.11,  -8.89
196207,   5.82,   7.88,   5.46,   5.02,   9.79,   6.76,   5.36,   5.59,   6.56,   7.15
196208,   2.23,   4.87,   1.76,   2.21,   4.11,   5.44,   1.14,  -4.06,   2.71,   4.19
196209,  -6.53,  -7.13,  -6.48,  -4.46,  -9.89,  -8.62,  -6.91,  -5.76,  -2.35,  -6.73
196210,  -2.98,  -3.04,  -1.65,  -2.56,  -4.57,  -0.56,  -4.19,   0.48,  -1.80,  -2.20
196211,  11.02,  12.75,  14.18,  12.44,  16.96,  13.30,  10.80,  19.22,   6.87,  16.80
196212,   0.03,  -0.52,  -2.67,   0.92,  -3.22,  -1.12,  -2.91,  -0.46,   3.20,  -0.83
196301,   7.95,   9.59,   8.42,   6.03,   7.16,  11.92,   7.29,   6.81,   5.35,   8.08
196302,  -2.09,  -1.64,  -1.50,  -2.23,  -4.46,  -2.50,  -2.39,  -2.37,  -1.03,  -0.68
196303,   1.23,   2.82,   2.20,   5.18,  -1.12,   3.91,   0.45,   1.11,   1.47,   2.47
196304,   2.93,   4.29,   3.52,   4.93,   3.58,   5.60,   4.31,   7.27,   2.12,   4.45
196305,   2.70,   4.33,   3.34,   1.82,   3.88,   0.42,   0.07,  -0.41,   1.18,   5.13
196306,  -1.57,  -1.01,  -2.21,  -0.33,  -1.87,  -3.11,  -2.66,  -1.94,  -1.21,  -1.77
196307,  -0.97,  -0.19,  -1.48,   3.25,  -2.52,  -1.81,  -0.11,   0.46,   0.39,  -1.17
196308,   3.32,   3.97,   3.82,   7.15,   2.74,   7.24,   3.32,   7.06,   3.51,   4.30
196309,  -1.05,  -2.85,  -1.45,   0.41,   0.26,  -3.14,  -1.33,  -1.51,  -2.13,  -1.68
196310,   2.21,   2.44,   0.72,  -0.96,   4.36,   4.86,   0.59,   3.67,  -1.07,   0.87
196311,  -2.33,  -2.41,  -1.33,   0.51,  -3.16,  -0.14,  -3.49,  -1.82,  -1.35,  -2.23
196312,  -0.69,  -2.47,  -0.76,   1.37,  -3.69,  -1.56,  -2.28,  -0.67,   1.56,   0.26
196401,   3.09,   4.16,   3.87,   4.57,   2.22,   2.46,   2.49,   3.60,   1.09,   2.91
196402,   1.67,   1.80,   2.47,   1.12,   0.75,   2.90,   2.03,   0.72,   0.71,   4.91
196403,   0.91,   0.95,   4.57,   0.49,   1.87,   3.50,   2.44,  -1.56,  -0.65,   3.23
196404,   0.56,   1.69,  -1.00,   4.45,  -2.05,   0.34,   0.64,  -1.62,   0.56,  -0.28
196405,   0.26,  -1.21,   0.72,   2.37,  -1.96,   4.28,   0.26,  -0.22,   1.22,   0.79
196406,   1.74,   0.25,   0.71,   1.39,   0.34,   0.71,   2.54,  -0.46,   1.20,  -0.66
196407,   2.57,   3.20,   3.08,   4.00,   1.54,   1.16,   2.67,   4.73,   4.09,   2.34
196408,  -0.43,  -1.72,  -0.72,   0.51,  -1.98,  -1.15,  -0.11,  -2.68,   0.16,  -1.56
196409,   2.64,   3.95,   3.43,   1.52,   4.47,   2.80,   3.88,   5.05,   1.69,   5.12
196410,   1.52,   2.26,   1.78,   1.93,   0.74,   3.12,   2.25,   2.14,   0.60,   2.43
196411,  -0.13,  -0.88,  -0.82,  -0.64,  -2.06,   0.76,   1.78,   1.74,   1.46,  -0.97
196412,  -1.40,  -2.16,  -2.09,  -1.49,  -0.93,  -0.12,  -2.57,   3.25,   0.23,  -2.07
196501,   7.78,   7.11,   7.37,   7.07,  10.56,   3.79,   8.30,   7.63,   3.66,   5.99
196502,   4.01,   2.50,   3.43,   0.94,   2.83,   6.03,   2.95,   1.80,   0.93,   3.77
196503,   0.33,   3.55,   1.39,   1.36,   1.81,   0.70,   1.85,   0.49,  -0.97,   0.84
196504,   3.34,   5.80,   4.65,   5.98,   5.99,   2.86,   4.10,   2.86,   0.30,   2.70
196505,  -0.16,   1.75,  -1.04,  -2.50,  -0.24,   1.38,   0.09,  -1.69,  -1.68,  -1.77
196506,  -7.81,  -8.87,  -8.98,  -7.71, -10.82,  -8.72,  -9.63,  -6.54,  -4.30,  -8.31
196507,   2.08,   2.65,   3.36,   2.29,   5.14,   2.59,   1.23,   4.26,   1.00,   3.01
196508,   3.39,   3.81,   3.73,   1.35,   8.97,   5.87,   3.37,   6.39,   1.40,   4.18
196509,  -0.21,   6.61,   3.15,   1.90,   5.67,   3.37,   2.07,   3.08,   0.63,   1.61
196510,   3.95,  10.19,   6.51,   6.96,   9.41,   2.05,   4.02,   4.13,   0.80,   5.69
196511,   1.64,   6.96,   4.63,   3.22,  14.29,   4.83,   2.67,   4.13,  -1.12,   4.88
196512,   3.51,   2.35,   4.66,   3.77,   2.51,   7.51,   3.57,   4.82,  -0.43,   6.17
